display-name,publication,review-text,original-score-and-url,original-score-and-url 2
Todd Gilchrist,Cinematical,"Cameron's latest is scary and exciting and entertaining as hell, even if it's far too early - and too conventional in too many ways - to herald it as any kind of masterpiece.","Full Review
                
                
                |","Dec 11, 2009"
Vic Holtreman,Screen Rant,Does Avatar live up to all the hype and expectations? In a word: Yes.,"| Original Score: 4/5
                
                |","Dec 11, 2009"
Andy Lowe,Total Film,Game-changing - yes. Spectacular - absolutely. Occasional dodgy dialogue and dramatic imperfections - of course. But still - wait for it... - a titanic achievement.,"Full Review
                
                
                    | Original Score: 5/5
                
                |","Dec 11, 2009"
Nick Curtis,London Evening Standard,"The detail, the depth, the jaw-dropping boldness of Avatar simply bowl you over.","| Original Score: 4/5
                
                |","Dec 11, 2009"
Andrew Pulver,Guardian,"It's baggy, longwinded and, for all the light-speed imagery, just not quick on its feet. Cameron used to be the tautest film-maker around, but he just got slack.","| Original Score: 2/5
                
                |","Dec 11, 2009"
David Poland,Movie City News,You care about the CG characters. It tugs the heart. It makes you shout. And it is an overwhelming feast of visual artistry unlike anything you have ever seen before.,|,"Dec 11, 2009"
Pam Grady,Boxoffice Magazine,"The combination of special effects, creatures and immersion into a 3D world lend Avatar a kind of grandeur that thrives despite the clunkiness of Cameron's script.","| Original Score: 3.5/5
                
                |","Dec 10, 2009"
Mike Goodridge,Screen International,"An epic film born entirely of Cameron's imagination, Avatar uses tailor-made technology to create the most astonishing visual effects yet seen on screen and blends them seamlessly into a mythical sci-fi story.",|,"Dec 10, 2009"
Todd McCarthy,Variety,"The King of the World sets his sights on creating another world entirely in Avatar, and it's very much a place worth visiting.","Full Review
                
                
                |","Dec 10, 2009"
Kirk Honeycutt,Hollywood Reporter,The screen is alive with more action and the soundtrack pops with more robust music than any dozen sci-fi shoot-'em-ups you care to mention.,|,"Dec 10, 2009"
Chris Hewitt (UK),Empire Magazine,"It's a world, not to give too much away, that Cameron clearly fully intends to return to and further explore. When he does, our bags are already packed.","| Original Score: 5/5
                
                |","Dec 10, 2009"
Anna Keir,Independent (UK),There are myriad moments of beauty and of poignancy. And the final battle is worth the price of your 3D glasses alone.,"| Original Score: 4/5
                
                |","Dec 10, 2009"
Wendy Ide,Times (UK),"Avatar is an overwhelming, immersive spectacle. The state-of-the-art 3D technology draws us in, but it is the vivid weirdness of Cameron's luridly imagined tropical otherworld that keeps us fascinated.","| Original Score: 4/5
                
                |","Dec 10, 2009"
The Sneak,The Sun (UK),It's a 3D movie people will look back on in years to come to comment on how it transformed cinema.,|,"Dec 10, 2009"
